Lake,Year,Manual_Chl,DOYtrunc
L,2019,1.873554884,171
L,2019,2.73488993,172
L,2019,2.232078039,173
L,2019,2.109501322,174
L,2019,2.922808832,175
L,2019,2.807240425,176
L,2019,3.846737706,177
L,2019,5.822668884,178
L,2019,3.386456637,179
L,2019,13.14463515,180
L,2019,4.244287528,181
L,2019,5.862932312,182
L,2019,3.109284846,183
L,2019,4.227247716,184
L,2019,6.312907042,185
L,2019,3.839523269,186
L,2019,4.493288661,187
L,2019,4.866515526,188
L,2019,3.732268642,189
L,2019,4.287299313,190
L,2019,6.937058889,191
L,2019,3.583926079,192
L,2019,4.712538832,193
L,2019,4.930139987,194
L,2019,4.833878788,195
L,2019,8.588958792,196
L,2019,4.029915692,197
L,2019,3.510338824,198
L,2019,4.140399638,199
L,2019,2.981761087,200
L,2019,4.255280956,201
L,2019,3.313075509,202
L,2019,3.543250397,203
L,2019,3.99940893,204
L,2019,4.441207299,205
L,2019,4.41179988,206
L,2019,4.781041627,207
L,2019,4.24992166,208
L,2019,4.997337313,209
L,2019,5.220710018,210
L,2019,5.424775517,211
L,2019,5.161001965,212
L,2019,5.106103537,213
L,2019,4.698247376,214
L,2019,5.246888118,215
L,2019,4.929178063,216
L,2019,4.478653661,217
L,2019,5.517876106,218
L,2019,5.782268038,219
L,2019,6.002686259,220
L,2019,6.637625407,221
L,2019,6.651229774,222
L,2019,7.543827379,223
L,2019,6.518758972,224
L,2019,8.279562516,225
L,2019,7.018891215,226
L,2019,7.411700122,227
L,2019,7.732845624,228
L,2019,7.96315793,229
L,2019,7.670045669,230
L,2019,7.678702993,231
L,2019,6.972787529,232
L,2019,5.919685882,233
L,2019,6.470044347,234
L,2019,5.256850911,235
L,2019,6.130622272,236
L,2019,4.531903076,237
L,2019,4.156683653,238
L,2019,4.946011748,239
L,2019,4.886441113,240
L,2019,4.326532108,241
L,2019,3.818498339,242
L,2019,3.769577586,243
L,2019,3.973711794,244
L,2019,4.522008991,245
L,2019,4.695224183,246
L,2019,5.512860355,247
L,2019,4.653655285,248
L,2018,NA,138
L,2018,NA,139
L,2018,NA,140
L,2018,NA,141
L,2018,NA,142
L,2018,NA,143
L,2018,NA,144
L,2018,NA,145
L,2018,NA,146
L,2018,NA,147
L,2018,1.488775639,148
L,2018,2.047269021,149
L,2018,2.234491971,150
L,2018,2.846320239,151
L,2018,2.787412084,152
L,2018,1.847409009,153
L,2018,2.612113337,154
L,2018,2.709127098,155
L,2018,2.479845411,156
L,2018,2.446989047,157
L,2018,1.75719982,158
L,2018,1.763485949,159
L,2018,1.816820835,160
L,2018,2.034761569,161
L,2018,1.530445545,162
L,2018,1.915325122,163
L,2018,1.639966758,164
L,2018,1.637957789,165
L,2018,2.305777968,166
L,2018,1.669647655,167
L,2018,1.946431739,168
L,2018,2.431565349,169
L,2018,2.053943983,170
L,2018,2.399227429,171
L,2018,2.173056403,172
L,2018,2.239157963,173
L,2018,2.416271263,174
L,2018,2.147717471,175
L,2018,1.916880453,176
L,2018,1.845270429,177
L,2018,1.745599644,178
L,2018,1.972742752,179
L,2018,1.643401447,180
L,2018,2.127692587,181
L,2018,2.065544159,182
L,2018,2.674391376,183
L,2018,2.639655654,184
L,2018,2.482826461,185
L,2018,3.148961698,186
L,2018,2.951434682,187
L,2018,3.146693507,188
L,2018,2.886953257,189
L,2018,2.368444839,190
L,2018,2.432991069,191
L,2018,2.535902126,192
L,2018,2.925253279,193
L,2018,3.151553916,194
L,2018,1.970020923,195
L,2018,2.727078208,196
L,2018,2.811649323,197
L,2018,3.756577612,198
L,2018,3.120188078,199
L,2018,3.263084099,200
L,2018,3.354848618,201
L,2018,4.12648713,202
L,2018,3.92202593,203
L,2018,3.544080537,204
L,2018,3.230033318,205
L,2018,4.178720324,206
L,2018,3.549977833,207
L,2018,3.90906484,208
L,2018,2.9611555,209
L,2018,3.9478185,210
L,2018,2.783588562,211
L,2018,2.625528066,212
L,2018,3.976138482,213
L,2018,4.297249495,214
L,2018,4.600603814,215
L,2018,3.503058686,216
L,2018,3.224330438,217
L,2018,5.586359538,218
L,2018,3.567280888,219
L,2018,3.275915578,220
L,2018,2.962127581,221
L,2018,2.009163416,222
L,2018,1.961855436,223
L,2018,1.766337389,224
L,2018,2.172797181,225
L,2018,1.765624529,226
L,2018,1.705549875,227
L,2018,3.262176822,228
L,2018,1.833151809,229
L,2018,2.27097744,230
L,2018,2.654042464,231
L,2018,NA,232
L,2018,NA,233
L,2018,NA,234
L,2016,NA,141
L,2016,NA,142
L,2016,NA,143
L,2016,NA,144
L,2016,NA,145
L,2016,NA,146
L,2016,NA,147
L,2016,NA,148
L,2016,NA,149
L,2016,NA,150
L,2016,NA,151
L,2016,NA,152
L,2016,NA,153
L,2016,NA,154
L,2016,NA,155
L,2016,NA,156
L,2016,NA,157
L,2016,NA,158
L,2016,NA,159
L,2016,NA,160
L,2016,NA,161
L,2016,NA,162
L,2016,NA,163
L,2016,NA,164
L,2016,NA,165
L,2016,NA,166
L,2016,NA,167
L,2016,NA,168
L,2016,NA,169
L,2016,NA,170
L,2016,NA,171
L,2016,NA,172
L,2016,NA,173
L,2016,NA,174
L,2016,NA,175
L,2016,NA,176
L,2016,NA,177
L,2016,NA,178
L,2016,NA,179
L,2016,NA,180
L,2016,NA,181
L,2016,NA,182
L,2016,NA,183
L,2016,NA,184
L,2016,NA,185
L,2016,NA,186
L,2016,NA,187
L,2016,NA,188
L,2016,NA,189
L,2016,NA,190
L,2016,NA,191
L,2016,NA,192
L,2016,NA,193
L,2016,NA,194
L,2016,NA,195
L,2016,NA,196
L,2016,NA,197
L,2016,NA,198
L,2016,NA,199
L,2016,NA,200
L,2016,NA,201
L,2016,NA,202
L,2016,NA,203
L,2016,NA,204
L,2016,NA,205
L,2016,NA,206
L,2016,NA,207
L,2016,NA,208
L,2016,NA,209
L,2016,NA,210
L,2016,NA,211
L,2016,NA,212
L,2016,NA,213
L,2016,NA,214
L,2016,NA,215
L,2016,NA,216
L,2016,NA,217
L,2016,NA,218
L,2016,NA,219
L,2016,NA,220
L,2016,NA,221
L,2016,NA,222
L,2016,NA,223
L,2016,NA,224
L,2016,NA,225
T,2016,NA,141
T,2016,NA,142
T,2016,NA,143
T,2016,NA,144
T,2016,NA,145
T,2016,NA,146
T,2016,NA,147
T,2016,NA,148
T,2016,NA,149
T,2016,NA,150
T,2016,NA,151
T,2016,NA,152
T,2016,NA,153
T,2016,NA,154
T,2016,NA,155
T,2016,NA,156
T,2016,NA,157
T,2016,NA,158
T,2016,NA,159
T,2016,NA,160
T,2016,NA,161
T,2016,NA,162
T,2016,NA,163
T,2016,NA,164
T,2016,NA,165
T,2016,NA,166
T,2016,NA,167
T,2016,NA,168
T,2016,NA,169
T,2016,NA,170
T,2016,NA,171
T,2016,NA,172
T,2016,NA,173
T,2016,NA,174
T,2016,NA,175
T,2016,NA,176
T,2016,NA,177
T,2016,NA,178
T,2016,NA,179
T,2016,NA,180
T,2016,NA,181
T,2016,NA,182
T,2016,NA,183
T,2016,NA,184
T,2016,NA,185
T,2016,NA,186
T,2016,NA,187
T,2016,NA,188
T,2016,NA,189
T,2016,NA,190
T,2016,NA,191
T,2016,NA,192
T,2016,NA,193
T,2016,NA,194
T,2016,NA,195
T,2016,NA,196
T,2016,NA,197
T,2016,NA,198
T,2016,NA,199
T,2016,NA,200
T,2016,NA,201
T,2016,NA,202
T,2016,NA,203
T,2016,NA,204
T,2016,NA,205
T,2016,NA,206
T,2016,NA,207
T,2016,NA,208
T,2016,NA,209
T,2016,NA,210
T,2016,NA,211
T,2016,NA,212
T,2016,NA,213
T,2016,NA,214
T,2016,NA,215
T,2016,NA,216
T,2016,NA,217
T,2016,NA,218
T,2016,NA,219
T,2016,NA,220
T,2016,NA,221
T,2016,NA,222
T,2016,NA,223
T,2016,NA,224
T,2016,NA,225
L,2015,NA,129
L,2015,NA,130
L,2015,NA,131
L,2015,NA,132
L,2015,NA,133
L,2015,NA,134
L,2015,NA,135
L,2015,NA,136
L,2015,NA,137
L,2015,NA,138
L,2015,NA,139
L,2015,NA,140
L,2015,NA,141
L,2015,NA,142
L,2015,NA,143
L,2015,NA,144
L,2015,1.915112004,145
L,2015,1.997015299,146
L,2015,2.149711269,147
L,2015,1.983223991,148
L,2015,2.883303172,149
L,2015,2.598186865,150
L,2015,2.014973091,151
L,2015,2.275143677,152
L,2015,2.026937654,153
L,2015,2.240091418,154
L,2015,2.025283729,155
L,2015,2.400724663,156
L,2015,2.037574384,157
L,2015,1.882986762,158
L,2015,2.054229368,159
L,2015,1.687081518,160
L,2015,1.823133452,161
L,2015,1.803911952,162
L,2015,1.627727904,163
L,2015,1.931329851,164
L,2015,2.054298184,165
L,2015,2.369903794,166
L,2015,1.593320011,167
L,2015,2.490896801,168
L,2015,1.665811184,169
L,2015,1.73118618,170
L,2015,2.160815635,171
L,2015,2.511228737,172
L,2015,2.157453045,173
L,2015,2.071120515,174
L,2015,1.643837053,175
L,2015,2.275831834,176
L,2015,1.94177812,177
L,2015,1.666358583,178
L,2015,1.736425563,179
L,2015,2.033537713,180
L,2015,2.26641893,181
L,2015,1.948224908,182
L,2015,2.530730192,183
L,2015,1.868270351,184
L,2015,1.714920631,185
L,2015,1.596604401,186
L,2015,2.070885916,187
L,2015,2.18153857,188
L,2015,2.085725884,189
L,2015,2.211205211,190
L,2015,2.082671401,191
L,2015,1.721537112,192
L,2015,1.736972962,193
L,2015,2.34122247,194
L,2015,1.824087489,195
L,2015,1.943733114,196
L,2015,1.68645592,197
L,2015,2.203199902,198
L,2015,2.226816228,199
L,2015,1.686846919,200
L,2015,1.631872491,201
L,2015,1.55554953,202
L,2015,2.090201256,203
L,2015,1.921488412,204
L,2015,1.851535603,205
L,2015,1.139761431,206
L,2015,1.5649335,207
L,2015,1.530837625,208
L,2015,1.547182156,209
L,2015,1.994093757,210
L,2015,1.933723546,211
L,2015,2.029127247,212
L,2015,2.03139504,213
L,2015,2.384921275,214
L,2015,2.112836175,215
L,2015,2.356767017,216
L,2015,2.375082964,217
L,2015,2.085352871,218
L,2015,2.248164761,219
L,2015,2.357957217,220
L,2015,2.428806195,221
L,2015,1.906054908,222
L,2015,2.480534552,223
L,2015,2.144862885,224
L,2015,1.830107306,225
L,2015,2.385014333,226
L,2015,2.190609741,227
L,2015,2.13023953,228
L,2015,2.876186995,229
L,2015,2.3904195,230
L,2015,2.583563511,231
L,2015,2.946253975,232
L,2015,2.544307234,233
L,2015,2.628997569,234
L,2015,2.859765046,235
L,2015,3.158097112,236
L,2015,3.380575416,237
L,2015,2.72119508,238
L,2015,3.354378498,239
L,2015,3.246775634,240
L,2015,3.009986776,241
L,2015,2.595840873,242
L,2015,2.151275264,243
L,2015,2.135713513,244
L,2015,2.599047062,245
L,2015,2.901601915,246
L,2015,NA,247
T,2015,NA,129
T,2015,NA,130
T,2015,NA,131
T,2015,NA,132
T,2015,NA,133
T,2015,NA,134
T,2015,NA,135
T,2015,NA,136
T,2015,NA,137
T,2015,NA,138
T,2015,NA,139
T,2015,NA,140
T,2015,NA,141
T,2015,NA,142
T,2015,NA,143
T,2015,NA,144
T,2015,6.70414321,145
T,2015,6.575295037,146
T,2015,7.058700899,147
T,2015,5.652903901,148
T,2015,6.361002684,149
T,2015,6.236508674,150
T,2015,5.54131285,151
T,2015,5.020424281,152
T,2015,5.951079567,153
T,2015,7.580831281,154
T,2015,9.67312047,155
T,2015,9.677884399,156
T,2015,9.865551299,157
T,2015,11.39033314,158
T,2015,12.21112637,159
T,2015,12.02070996,160
T,2015,11.24073286,161
T,2015,9.818292059,162
T,2015,9.861223725,163
T,2015,10.13140466,164
T,2015,11.36796957,165
T,2015,12.1472794,166
T,2015,11.96761233,167
T,2015,13.39538346,168
T,2015,12.31364625,169
T,2015,11.90653832,170
T,2015,12.09163714,171
T,2015,13.97828443,172
T,2015,13.98414942,173
T,2015,14.57260257,174
T,2015,8.857999066,175
T,2015,14.63678268,176
T,2015,8.820541383,177
T,2015,7.177877326,178
T,2015,7.187261297,179
T,2015,10.56431069,180
T,2015,11.42691733,181
T,2015,10.44295405,182
T,2015,8.448224529,183
T,2015,12.2018988,184
T,2015,7.403170821,185
T,2015,6.980579344,186
T,2015,11.74583782,187
T,2015,10.78624863,188
T,2015,8.506897023,189
T,2015,8.079141234,190
T,2015,7.026181531,191
T,2015,8.317419016,192
T,2015,8.658276891,193
T,2015,8.053636384,194
T,2015,9.189018629,195
T,2015,7.827404493,196
T,2015,7.664983601,197
T,2015,7.546432772,198
T,2015,7.646528459,199
T,2015,7.707680667,200
T,2015,7.59820101,201
T,2015,7.478320786,202
T,2015,7.421078565,203
T,2015,7.14591865,204
T,2015,7.888713101,205
T,2015,8.181883983,206
T,2015,6.868910094,207
T,2015,6.456321147,208
T,2015,5.681525011,209
T,2015,6.431226064,210
T,2015,5.086112076,211
T,2015,5.00806872,212
T,2015,6.381021821,213
T,2015,9.005224963,214
T,2015,7.635659475,215
T,2015,11.2013298,216
T,2015,8.205422109,217
T,2015,11.3075282,218
T,2015,11.29626743,219
T,2015,14.13890673,220
T,2015,16.73818839,221
T,2015,14.5883911,222
T,2015,20.06626206,223
T,2015,14.55735362,224
T,2015,18.15768208,225
T,2015,29.22098071,226
T,2015,26.63319441,227
T,2015,29.75492864,228
T,2015,27.59997799,229
T,2015,26.76890931,230
T,2015,33.21135782,231
T,2015,34.64272613,232
T,2015,34.39514571,233
T,2015,55.92823029,234
T,2015,58.19516299,235
T,2015,47.11277189,236
T,2015,49.84702633,237
T,2015,67.74053791,238
T,2015,50.54323875,239
T,2015,74.65910484,240
T,2015,65.50128792,241
T,2015,56.594414,242
T,2015,44.21734776,243
T,2015,57.16832201,244
T,2015,64.93903168,245
T,2015,57.97182449,246
T,2015,NA,247
L,2014,NA,136
L,2014,NA,137
L,2014,NA,138
L,2014,NA,139
L,2014,NA,140
L,2014,NA,141
L,2014,NA,142
L,2014,NA,143
L,2014,NA,144
L,2014,NA,145
L,2014,2.161315247,146
L,2014,2.768861997,147
L,2014,2.146061946,148
L,2014,0.716784518,149
L,2014,1.420108212,150
L,2014,1.066093737,151
L,2014,1.578242721,152
L,2014,2.156575521,153
L,2014,1.922605389,154
L,2014,1.78360214,155
L,2014,1.081347038,156
L,2014,1.967934409,157
L,2014,1.727328661,158
L,2014,1.84504623,159
L,2014,1.889858189,160
L,2014,1.859265409,161
L,2014,1.33961904,162
L,2014,1.809972254,163
L,2014,2.163038784,164
L,2014,2.244820609,165
L,2014,2.006369282,166
L,2014,2.084617856,167
L,2014,1.500338854,168
L,2014,1.649941855,169
L,2014,1.947941382,170
L,2014,1.933549849,171
L,2014,2.130636291,172
L,2014,1.570486805,173
L,2014,2.089012875,174
L,2014,2.276792218,175
L,2014,2.248267683,176
L,2014,1.779034767,177
L,2014,1.487843211,178
L,2014,1.511024783,179
L,2014,2.477756618,180
L,2014,2.261625094,181
L,2014,2.310918248,182
L,2014,2.444233826,183
L,2014,1.751027293,184
L,2014,2.040753843,185
L,2014,2.42691228,186
L,2014,1.951905516,187
L,2014,2.086341393,188
L,2014,3.703794578,189
L,2014,2.645542934,190
L,2014,2.635718773,191
L,2014,3.013345704,192
L,2014,2.312727962,193
L,2014,2.379170309,194
L,2014,2.173207652,195
L,2014,2.562468456,196
L,2014,2.179326208,197
L,2014,1.786015092,198
L,2014,1.883308749,199
L,2014,1.813160798,200
L,2014,2.101853225,201
L,2014,1.815056688,202
L,2014,2.349525475,203
L,2014,1.839530912,204
L,2014,2.278860462,205
L,2014,2.654677679,206
L,2014,2.495509048,207
L,2014,3.100901377,208
L,2014,2.689493124,209
L,2014,2.512830594,210
L,2014,1.784808616,211
L,2014,1.816004633,212
L,2014,2.204145139,213
L,2014,1.598838987,214
L,2014,1.574106232,215
L,2014,1.673726664,216
L,2014,1.628311467,217
L,2014,1.395806342,218
L,2014,1.579276843,219
L,2014,1.244479804,220
L,2014,1.626501753,221
L,2014,1.792219824,222
L,2014,2.648086012,223
L,2014,2.316431843,224
L,2014,1.819537884,225
L,2014,1.658559539,226
L,2014,1.941391941,227
L,2014,2.147526952,228
L,2014,2.391838305,229
L,2014,2.841250546,230
L,2014,2.953281305,231
L,2014,2.909547419,232
L,2014,2.908468485,233
L,2014,6.359937263,234
L,2014,2.293855233,235
L,2014,3.351245109,236
L,2014,3.132872986,237
L,2014,2.52877331,238
L,2014,2.468621873,239
L,2014,1.880206382,240
L,2014,1.949406388,241
L,2014,NA,242
L,2014,NA,243
L,2014,NA,244
L,2014,NA,245
L,2014,NA,246
L,2014,NA,247
L,2014,NA,248
L,2014,NA,249
L,2014,NA,250
T,2014,NA,136
T,2014,NA,137
T,2014,NA,138
T,2014,NA,139
T,2014,NA,140
T,2014,NA,141
T,2014,NA,142
T,2014,NA,143
T,2014,NA,144
T,2014,NA,145
T,2014,4.576766007,146
T,2014,4.835296539,147
T,2014,6.043754423,148
T,2014,1.776621816,149
T,2014,3.852191103,150
T,2014,3.752484495,151
T,2014,4.601929646,152
T,2014,8.948344949,153
T,2014,10.91369405,154
T,2014,8.728680174,155
T,2014,10.32941505,156
T,2014,8.896638843,157
T,2014,9.819937549,158
T,2014,12.06510287,159
T,2014,10.64887261,160
T,2014,7.455158774,161
T,2014,9.533916604,162
T,2014,10.71936527,163
T,2014,11.49616334,164
T,2014,12.76753032,165
T,2014,13.12180333,166
T,2014,12.01925678,167
T,2014,12.68773056,168
T,2014,13.73684746,169
T,2014,14.83353398,170
T,2014,14.07129979,171
T,2014,16.88161285,172
T,2014,13.58827858,173
T,2014,13.49563848,174
T,2014,14.49632399,175
T,2014,12.07940822,176
T,2014,8.928351922,177
T,2014,5.127953102,178
T,2014,13.58767535,179
T,2014,11.31631227,180
T,2014,10.59475355,181
T,2014,11.57139573,182
T,2014,10.4393767,183
T,2014,11.48203034,184
T,2014,12.14481645,185
T,2014,10.20850894,186
T,2014,15.85990019,187
T,2014,16.34610994,188
T,2014,9.626384358,189
T,2014,19.81326291,190
T,2014,9.927661547,191
T,2014,11.50536613,192
T,2014,10.88064833,193
T,2014,10.95013853,194
T,2014,10.83462595,195
T,2014,11.86941031,196
T,2014,10.88039286,197
T,2014,13.83776055,198
T,2014,11.80665851,199
T,2014,12.37206478,200
T,2014,8.473510539,201
T,2014,11.73442231,202
T,2014,6.581153222,203
T,2014,7.654141106,204
T,2014,16.43487209,205
T,2014,14.51097405,206
T,2014,14.14997925,207
T,2014,13.76476876,208
T,2014,15.83189272,209
T,2014,13.01701228,210
T,2014,9.670593079,211
T,2014,9.22083613,212
T,2014,9.882588115,213
T,2014,9.073904611,214
T,2014,8.315893091,215
T,2014,7.758845972,216
T,2014,10.49961432,217
T,2014,10.44359937,218
T,2014,11.33811501,219
T,2014,11.07070826,220
T,2014,11.07923977,221
T,2014,12.06044932,222
T,2014,15.86624108,223
T,2014,18.08747423,224
T,2014,11.65205725,225
T,2014,12.28175145,226
T,2014,9.76176818,227
T,2014,11.03658223,228
T,2014,12.03649215,229
T,2014,13.0340753,230
T,2014,19.53672314,231
T,2014,15.4638926,232
T,2014,11.69040595,233
T,2014,17.89229488,234
T,2014,20.37780741,235
T,2014,18.26837063,236
T,2014,16.12067132,237
T,2014,16.18978515,238
T,2014,16.0284621,239
T,2014,16.39712664,240
T,2014,16.39479986,241
T,2014,NA,242
T,2014,NA,243
T,2014,NA,244
T,2014,NA,245
T,2014,NA,246
T,2014,NA,247
T,2014,NA,248
T,2014,NA,249
T,2014,NA,250
L,2013,NA,137
L,2013,NA,138
L,2013,NA,139
L,2013,NA,140
L,2013,NA,141
L,2013,NA,142
L,2013,NA,143
L,2013,3.745475445,144
L,2013,NA,145
L,2013,NA,146
L,2013,1.751687982,147
L,2013,2.141552024,148
L,2013,11.98771606,149
L,2013,1.946677454,150
L,2013,1.208716414,151
L,2013,1.510794978,152
L,2013,6.319233067,153
L,2013,1.810977651,154
L,2013,2.302472918,155
L,2013,3.405881228,156
L,2013,3.096563809,157
L,2013,3.105238945,158
L,2013,1.801555649,159
L,2013,3.330217959,160
L,2013,2.457935944,161
L,2013,1.77403651,162
L,2013,2.163613296,163
L,2013,2.03572686,164
L,2013,1.618918191,165
L,2013,2.953912407,166
L,2013,2.158385235,167
L,2013,2.662404869,168
L,2013,1.942081356,169
L,2013,2.033658616,170
L,2013,1.586688052,171
L,2013,2.871125186,172
L,2013,2.449375711,173
L,2013,1.73244182,174
L,2013,1.787652452,175
L,2013,2.285122646,176
L,2013,1.260020362,177
L,2013,1.630982949,178
L,2013,2.282077731,179
L,2013,2.354753536,180
L,2013,1.67682903,181
L,2013,1.717274696,182
L,2013,2.35211078,183
L,2013,1.753095537,184
L,2013,1.716929988,185
L,2013,2.476205435,186
L,2013,2.03480764,187
L,2013,2.29649799,188
L,2013,2.363083965,189
L,2013,2.986717059,190
L,2013,2.938860185,191
L,2013,1.909391607,192
L,2013,1.710035841,193
L,2013,1.446219796,194
L,2013,2.195268924,195
L,2013,1.72169844,196
L,2013,1.453286297,197
L,2013,1.673152152,198
L,2013,2.182055141,199
L,2013,2.704516621,200
L,2013,2.798162124,201
L,2013,2.690038911,202
L,2013,2.726175734,203
L,2013,3.62046157,204
L,2013,2.389281725,205
L,2013,2.540263556,206
L,2013,3.432366245,207
L,2013,3.834122692,208
L,2013,4.076854135,209
L,2013,3.046523789,210
L,2013,4.056458949,211
L,2013,4.185724215,212
L,2013,1.96046575,213
L,2013,2.567840146,214
L,2013,1.913585546,215
L,2013,1.54831063,216
L,2013,3.287014635,217
L,2013,3.329183837,218
L,2013,4.72668499,219
L,2013,2.302875076,220
L,2013,2.217789806,221
L,2013,2.063992865,222
L,2013,1.647299098,223
L,2013,1.130410388,224
L,2013,1.670222139,225
L,2013,1.979999167,226
L,2013,1.795006209,227
L,2013,1.385608749,228
L,2013,1.015220673,229
L,2013,1.603521262,230
L,2013,1.939553502,231
L,2013,1.256630739,232
L,2013,1.532224286,233
L,2013,1.437314855,234
L,2013,1.28983755,235
L,2013,1.429731293,236
L,2013,1.412898083,237
L,2013,2.731633601,238
L,2013,2.289144233,239
L,2013,0.895262507,240
L,2013,2.234680467,241
L,2013,2.98723412,242
L,2013,1.923352255,243
L,2013,2.789372086,244
L,2013,NA,245
L,2013,NA,246
L,2013,NA,247
L,2013,NA,248
L,2013,NA,249
T,2013,NA,137
T,2013,NA,138
T,2013,NA,139
T,2013,NA,140
T,2013,NA,141
T,2013,NA,142
T,2013,NA,143
T,2013,8.927863586,144
T,2013,NA,145
T,2013,NA,146
T,2013,6.403399118,147
T,2013,7.726156222,148
T,2013,8.722245636,149
T,2013,5.087651064,150
T,2013,5.403805179,151
T,2013,6.207030816,152
T,2013,9.472903399,153
T,2013,7.984399498,154
T,2013,7.770680925,155
T,2013,9.920563378,156
T,2013,11.34161953,157
T,2013,11.6694937,158
T,2013,7.180829153,159
T,2013,7.184620935,160
T,2013,5.680317946,161
T,2013,5.337046851,162
T,2013,5.011987795,163
T,2013,4.901336728,164
T,2013,5.134761072,165
T,2013,7.891098702,166
T,2013,7.356572464,167
T,2013,7.625329315,168
T,2013,6.685599557,169
T,2013,6.087245003,170
T,2013,5.274482462,171
T,2013,6.795159051,172
T,2013,6.978141216,173
T,2013,8.915626474,174
T,2013,11.72694493,175
T,2013,9.552013741,176
T,2013,7.07605,177
T,2013,4.600751896,178
T,2013,4.69209935,179
T,2013,5.050020509,180
T,2013,5.809755566,181
T,2013,7.01663354,182
T,2013,6.582244795,183
T,2013,5.966252714,184
T,2013,4.332282301,185
T,2013,4.780689146,186
T,2013,4.123159826,187
T,2013,4.82481169,188
T,2013,6.791539624,189
T,2013,8.047423497,190
T,2013,10.93118795,191
T,2013,10.31806843,192
T,2013,8.978650473,193
T,2013,9.718507404,194
T,2013,10.75624896,195
T,2013,7.664970663,196
T,2013,6.493137938,197
T,2013,5.54823757,198
T,2013,6.591494443,199
T,2013,8.49669211,200
T,2013,8.168243432,201
T,2013,11.72125726,202
T,2013,9.457046859,203
T,2013,12.33627267,204
T,2013,13.50649676,205
T,2013,12.20557112,206
T,2013,13.50873736,207
T,2013,18.06214944,208
T,2013,18.24220159,209
T,2013,21.4884833,210
T,2013,23.26366884,211
T,2013,20.73070159,212
T,2013,17.79006042,213
T,2013,22.24396697,214
T,2013,21.30383505,215
T,2013,18.53508796,216
T,2013,21.81032509,217
T,2013,30.52274657,218
T,2013,23.71810806,219
T,2013,22.85582256,220
T,2013,14.2959341,221
T,2013,14.50413736,222
T,2013,20.40041447,223
T,2013,22.38926113,224
T,2013,16.05646957,225
T,2013,28.84620479,226
T,2013,16.57467966,227
T,2013,18.56323906,228
T,2013,21.27510944,229
T,2013,22.19806344,230
T,2013,18.83343219,231
T,2013,22.25074622,232
T,2013,21.64699125,233
T,2013,15.68108324,234
T,2013,15.31735951,235
T,2013,16.26944128,236
T,2013,15.93582199,237
T,2013,19.53157953,238
T,2013,15.12805771,239
T,2013,10.08901038,240
T,2013,11.80812352,241
T,2013,14.60168954,242
T,2013,11.41291651,243
T,2013,13.36861381,244
T,2013,NA,245
T,2013,NA,246
T,2013,NA,247
T,2013,NA,248
T,2013,NA,249
L,2011,3.30179,136
L,2011,2.88056,137
L,2011,3.28478,138
L,2011,3.13585,139
L,2011,3.20393,140
L,2011,2.92736,141
L,2011,2.85929,142
L,2011,3.8762,143
L,2011,3.80813,144
L,2011,3.03374,145
L,2011,2.84227,146
L,2011,2.66356,147
L,2011,2.59548,148
L,2011,2.35295,149
L,2011,2.65505,150
L,2011,2.18701,151
L,2011,2.24658,152
L,2011,2.05086,153
L,2011,1.59984,154
L,2011,1.55303,155
L,2011,1.95725,156
L,2011,1.6977,157
L,2011,2.19552,158
L,2011,1.30865,159
L,2011,2.23807,160
L,2011,2.47635,161
L,2011,1.89768,162
L,2011,1.17411,163
L,2011,1.519,164
L,2011,1.37951,165
L,2011,1.61686,166
L,2011,3.15713,167
L,2011,1.82535,168
L,2011,2.4338,169
L,2011,3.52305,170
L,2011,3.38264,171
L,2011,3.05927,172
L,2011,2.23807,173
L,2011,3.76558,174
L,2011,3.07203,175
L,2011,2.13595,176
L,2011,1.519,177
L,2011,3.11458,178
L,2011,3.14862,179
L,2011,2.11468,180
L,2011,2.27637,181
L,2011,1.81684,182
L,2011,1.89768,183
L,2011,1.77003,184
L,2011,1.75727,185
L,2011,1.97001,186
L,2011,1.66366,187
L,2011,2.45082,188
L,2011,1.59558,189
L,2011,2.94864,190
L,2011,2.68484,191
L,2011,2.49337,192
L,2011,2.43805,193
L,2011,2.3487,194
L,2011,2.81674,195
L,2011,1.88066,196
L,2011,1.95299,197
L,2011,2.03809,198
L,2011,2.36997,199
L,2011,2.06362,200
L,2011,1.33107,201
L,2011,2.00831,202
L,2011,1.94448,203
L,2011,2.96566,204
L,2011,2.23807,205
L,2011,3.16564,206
L,2011,2.09341,207
L,2011,3.48901,208
L,2011,2.50188,209
L,2011,2.40401,210
L,2011,1.81684,211
L,2011,2.33593,212
L,2011,3.37413,213
L,2011,4.36552,214
L,2011,2.83376,215
L,2011,2.70611,216
L,2011,2.93162,217
L,2011,1.96576,218
L,2011,3.24223,219
L,2011,2.94864,220
L,2011,5.23351,221
L,2011,4.00385,222
L,2011,3.4805,223
L,2011,4.59528,224
L,2011,3.48476,225
L,2011,4.33148,226
L,2011,3.68048,227
L,2011,3.34434,228
L,2011,3.4805,229
L,2011,3.76558,230
L,2011,4.45487,231
L,2011,5.03779,232
L,2011,5.0463,233
L,2011,5.21224,234
L,2011,5.46753,235
L,2011,4.46338,236
L,2011,3.98258,237
L,2011,4.57826,238
L,2011,3.39966,239
L,2011,2.46784,240
L,2011,2.42529,241
L,2011,2.88907,242
L,2011,3.59113,243
L,2011,3.09331,244
L,2011,3.54007,245
